work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP478/2024-2025/149449,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,590 days,> 445 days since last expenditure,No expenditure transactions recorded for 590 days (P90 delay threshold) on an uncompleted project.
WS/MP18414/2025-2026/202455,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 715451.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹715,451.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2026-2027/269577,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.9% of sanctioned budget is represented by expenditure transactions (₹1,187,612.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2026-2027/269577,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.9%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2026-2027/269577,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1187612.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,187,612.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/180991,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,450 days,> 445 days since last expenditure,No expenditure transactions recorded for 450 days (P90 delay threshold) on an uncompleted project.
WS/MP478/2025-2026/180991,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249984.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,984.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/205433,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 879000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹879,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/200592,TX_SLICING_HIGH,transaction_pattern,Moderate,20,8,>= 6 transactions,Expenditure is fragmented across 8 separate payment transactions (P95 percentile).
WS/MP021/2025-2026/200592,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,8,>= 8 vendors,Expenditure is disbursed across 8 distinct contracting entities for this work (top 1% percentile).
WS/MP021/2025-2026/200592,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.9% of sanctioned budget is represented by expenditure transactions (₹249,790.00) while project status remains officially in 'Vendor Identification'."
WS/MP021/2025-2026/200592,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.9%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP021/2025-2026/200592,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249790.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,790.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/254822,TX_SLICING_HIGH,transaction_pattern,Moderate,20,8,>= 6 transactions,Expenditure is fragmented across 8 separate payment transactions (P95 percentile).
WS/MP021/2025-2026/254822,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,8,>= 8 vendors,Expenditure is disbursed across 8 distinct contracting entities for this work (top 1% percentile).
WS/MP477/2026-2027/262173,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 149550.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹149,550.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/243426,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 262229.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹262,229.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2026-2027/262472,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹249,849.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2026-2027/262472,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2026-2027/262472,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249849.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,849.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/243401,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP478/2025-2026/243401,TX_SLICING_EXTREME,transaction_pattern,High,35,18,>= 15 transactions,"Expenditure is fragmented across 18 separate payment transactions (top 1% percentile across 1,000 works)."
WS/MP478/2025-2026/243401,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,10,>= 8 vendors,Expenditure is disbursed across 10 distinct contracting entities for this work (top 1% percentile).
WS/MP478/2025-2026/154248,TX_SLICING_HIGH,transaction_pattern,Moderate,20,6,>= 6 transactions,Expenditure is fragmented across 6 separate payment transactions (P95 percentile).
WS/MP478/2025-2026/154248,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,6,>= 3 vendors,Expenditure is disbursed across 6 distinct contracting entities (P90 percentile).
WS/MP478/2025-2026/154248,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 150000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹150,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/188606,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 37345.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹37,345.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/262467,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹229,813.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2025-2026/262467,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2025-2026/262467,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 229813.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹229,813.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2026-2027/268869,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.8% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.8% of sanctioned budget is represented by expenditure transactions (₹249,500.00) while project status remains officially in 'Vendor Identification'."
WS/MP477/2026-2027/268869,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.8%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP477/2026-2027/268869,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249500.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,500.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/177199,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹249,990.00) while project status remains officially in 'Vendor Identification'."
WS/MP021/2025-2026/177199,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP021/2025-2026/177199,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249990.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,990.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/243425,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,78.6% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"78.6% of sanctioned budget is represented by expenditure transactions (₹314,480.00) while project status remains officially in 'Vendor Identification'."
WS/MP478/2025-2026/243425,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 78.6%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP478/2025-2026/243425,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 314480.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹314,480.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP021/2025-2026/267132,TX_SLICING_HIGH,transaction_pattern,Moderate,20,7,>= 6 transactions,Expenditure is fragmented across 7 separate payment transactions (P95 percentile).
WS/MP021/2025-2026/267132,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,7,>= 3 vendors,Expenditure is disbursed across 7 distinct contracting entities (P90 percentile).
WS/MP021/2025-2026/267132,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 299750.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹299,750.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18415/2025-2026/259366,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹301,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18415/2025-2026/259366,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18415/2025-2026/259366,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 301000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹301,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP477/2026-2027/279794,TX_SLICING_HIGH,transaction_pattern,Moderate,20,8,>= 6 transactions,Expenditure is fragmented across 8 separate payment transactions (P95 percentile).
WS/MP477/2026-2027/279794,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,8,>= 8 vendors,Expenditure is disbursed across 8 distinct contracting entities for this work (top 1% percentile).
WS/MP477/2026-2027/279794,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,92.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"92.0% of sanctioned budget is represented by expenditure transactions (₹92,017.00) while project status remains officially in 'Vendor Identification'."
WS/MP477/2026-2027/279794,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 92.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP477/2026-2027/279794,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 92017.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹92,017.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP478/2025-2026/154239,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP478/2025-2026/154239,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 99798.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹99,798.00 disbursed, but master amount_disbursed is unpopulated."
